"","date_t","producto","variable"
"374",2000-07-01,"Arroz_rp",0.912457775157326
"375",2000-07-01,"Frituras_Helados_y_Dulces_rp",0.949834294899943
"376",2000-07-01,"Carnes_Preparadas_rp",1.00164875526197
"377",2000-07-01,"Cerdo_rp",1.05551002982667
"378",2000-07-01,"pollo_y_huevo_rp",1.10455351655718
"379",2000-07-01,"Salsas_Condimentos_y_Sopas_rp",1.10583274996593
"380",2000-07-01,"Bebidas_No_Alcoholicas_rp",1.12826561221014
"381",2000-08-01,"Frutas_rp",0.508183345906818
"382",2000-08-01,"Hortalizas_rp",0.51733115778273
"383",2000-08-01,"Papa_rp",0.769975605386167
"384",2000-08-01,"Azucar_y_Panela_rp",0.807891047563404
"385",2000-08-01,"Res_rp",0.818997831091597
"386",2000-08-01,"Pescados_y_Mariscos_rp",0.821719685288372
"387",2000-08-01,"Chocolate_y_Cafe_rp",0.839817425829052
"388",2000-08-01,"Aceites_y_Grasas_rp",0.849408306064013
"389",2000-08-01,"Cereales_sin_Arroz_rp",0.861638905026388
"390",2000-08-01,"Tuberculos_sin_papa_rp",0.864119059738123
"391",2000-08-01,"Lacteos_rp",0.898344096214005
"392",2000-08-01,"Legumbres_rp",0.910628717520845
"393",2000-08-01,"Arroz_rp",0.9116388326802
"394",2000-08-01,"Frituras_Helados_y_Dulces_rp",0.961829276536843
"395",2000-08-01,"Carnes_Preparadas_rp",0.993292495249549
"396",2000-08-01,"Cerdo_rp",1.05808754847043
"397",2000-08-01,"pollo_y_huevo_rp",1.09108587901933
"398",2000-08-01,"Salsas_Condimentos_y_Sopas_rp",1.10932058388905
"399",2000-08-01,"Bebidas_No_Alcoholicas_rp",1.11943125974118
"400",2000-09-01,"Hortalizas_rp",0.508055125404992
"401",2000-09-01,"Frutas_rp",0.51302427515867
"402",2000-09-01,"Papa_rp",0.743658639464496
"403",2000-09-01,"Res_rp",0.818042342959433
"404",2000-09-01,"Azucar_y_Panela_rp",0.821941500687556
"405",2000-09-01,"Pescados_y_Mariscos_rp",0.824943347864759
"406",2000-09-01,"Chocolate_y_Cafe_rp",0.839990362746219
"407",2000-09-01,"Aceites_y_Grasas_rp",0.847804572233772
"408",2000-09-01,"Cereales_sin_Arroz_rp",0.862116216540655
"409",2000-09-01,"Tuberculos_sin_papa_rp",0.862566973669455
"410",2000-09-01,"Lacteos_rp",0.899687379946103
"411",2000-09-01,"Arroz_rp",0.909156966672937
"412",2000-09-01,"Legumbres_rp",0.924930647545188
"413",2000-09-01,"Frituras_Helados_y_Dulces_rp",0.959764034710486
"414",2000-09-01,"Carnes_Preparadas_rp",0.98870635330563
"415",2000-09-01,"Cerdo_rp",1.06685062748499
"416",2000-09-01,"pollo_y_huevo_rp",1.09003191136581
"417",2000-09-01,"Salsas_Condimentos_y_Sopas_rp",1.10829352870224
"418",2000-09-01,"Bebidas_No_Alcoholicas_rp",1.11166510281704
"419",2000-10-01,"Frutas_rp",0.514467699350969
"420",2000-10-01,"Hortalizas_rp",0.519004365309769
"421",2000-10-01,"Papa_rp",0.727052786034099
"422",2000-10-01,"Res_rp",0.818654061605417
"423",2000-10-01,"Pescados_y_Mariscos_rp",0.823674137500062
"424",2000-10-01,"Azucar_y_Panela_rp",0.835999704026534
"425",2000-10-01,"Aceites_y_Grasas_rp",0.839678121124765
"426",2000-10-01,"Chocolate_y_Cafe_rp",0.841255643797042
"427",2000-10-01,"Tuberculos_sin_papa_rp",0.861213413968249
"428",2000-10-01,"Cereales_sin_Arroz_rp",0.862185811989994
"429",2000-10-01,"Legumbres_rp",0.899546530633743
"430",2000-10-01,"Lacteos_rp",0.902755914875765
"431",2000-10-01,"Arroz_rp",0.90978281630956
"432",2000-10-01,"Frituras_Helados_y_Dulces_rp",0.959994642758069
"433",2000-10-01,"Carnes_Preparadas_rp",0.983856775004987
"434",2000-10-01,"Cerdo_rp",1.07058243565296
"435",2000-10-01,"pollo_y_huevo_rp",1.09210589874978
"436",2000-10-01,"Bebidas_No_Alcoholicas_rp",1.10442409844705
